,Review,flair_labels
896,nice moisturizer youre using hydrators like toner serum however make break nose chin wont repurchase,0
897,really wanted love hair needs extra moisture shower felt wonderful going smell really irritating,0
898,love everything patches case case cute great could use little mirror makeup needed cute lil patches work well friends nd family loves,1
899,perfect cleanser morning gentle still removes oils good nights rest,1
900,combinationdehydrated skin really nice light toner keeps oil control without making feel dry,1
901,nice eye cream moisturizing buy,1
902,wish sold stores work bc picker least covered touch also bring gook well without squeeze,1
903,provides good moisture best choice vitamin c levels low effective,0
904,dont see problem even though may need use longer period time tell really nice hydrates skin without making feel oily pleasant natural sent,1
905,nice products havent single breakout since started double cleanse routine,1
906,product hydrating application left skin feeling tight sticky,0
907,really wanted love disappointed quality products see difference expected using almost month,0
908,love toner use mornings apply serum moisturizer leaves skin feeling ready drink rest products sensitive skin loves would totally recommend,1
909,sensitive skin reason burnt skin bad skin turned red hurt lot,0
910,love cream dry sensitive acne prone skin like using moistureizer night also use spots extra dry need morning routine thing keeps skin feeling tight already repurchased continue buying kind heavy im sure would best oily skin,1
911,rarely break get 12 pimples month around chin menstrual cycle using 2x barrier cream breaking forehead especially temples tons little red pimples yikes seems like works many wanted share experience two stars bc combo absorbed really well kept skin dewy,0
912,cutest packaging sheet mask amazing purchased 3 used first one good leaves face feeling soft supple,1
913,hydrated,1
914,started using skin texture became bumpy red stop took week skin go back normal,0
915,favorite vitamin c serum ones used past see change skin break however serum immediately saw improvements skin never experienced breakout however oxidizes two weeks super disappointing considering well worked doesnt seem worth money oxidizes quickly sokoglam please fix,0
916,never understood purpose vitamin c drops used whole face getting much brighter expected smell like orange lolit,0
917,leaves skin feeling hydrated bright following morning smell pulp like substance gel amazing,1
918,cant say anything effectiveness product havent used long never really gave chance work texture awful feels super greasy skin doesnt absorb like vitamin c serums better liquidy consistency sink skin better,0
919,company slay skintone2,0
920,mist super fine refreshing havent noticed big difference far,1
921,hydrating enough dehydrated skin made skin even oilier,0
922,glad tried smearing snail mucin face 41 experiencing dryness pigmentation fine lines last couple years within week noticed huge difference hydration plumpness skin dark spots started fade using 6 weeks skin looks best years also using cosrx lightning liquid glad tried k beauty,0
923,melts makeup leaving face feeling clean skin doesnt feel stripped oily clean repeat,1
924,bought product hopes would help oilyacne prone skin get hydration notice difference product sat flat face without ever really absorbed purchase,0
925,sent product free exchange honest opinion first little hesitant try costx advanced snail 92 one cream first made mainly snail slimesecretion ive always heard snail mucin wonders skin people regularly use look much younger doesnt bad smell mind matter rubbed moisturizer face definitely didnt need add moisturizer afterwards stuff made skin feel super nourished plump gave dewy glow im eager see skin looks longer use snailedit,0
926,sheet mask soothing,1
927,love way feels way smells gentle soft love emulsion even moisturizer ive ever used lasts long time affordable amazing,1
928,indulgent treat eye area bit tricky apply maybe ill get better practice theyre slippery positively saturated essence isnt bad thing didnt expect shirts become target practice globules essence leaking patches great universal fit though niece 10 likes,1
929,like ingredients product someone dry dehydrated skin cant use twice week feels quite drying oil cleanse gave boyfriend use oily skin seems working great,0
930,decided try using neogen lemon pads loved lada looking slightly cheaper alternative hopefully similar benefits definitely gentle skin seems really helped clear blackheads starting get think great addition routine,1
931,super excited try product huge disappointment soko glam never failed products one work used 3 days yet see improvements pimples remove leave whole super red area pimple making look even worse good thing really thin hard notice skin super disappointing really wanted like,0
932,moist thought would really light opinion ive using every time routine past theee days noticed better apply hands rather cotton ballround cotton absorbs much youll end bottle within month nice doesnt smell hope see better results,0
933,love receiving samples every order hold high esteem products curated one charlotte cho every product ive used soko glam impressed moisturizer gentle effective versatile lotion used whole body well hair conditioner great multi tasker mark super sensitive skin product definitely 5 star choice,1
934,lotion light skin absorbs really well put right washing face putting moisturizer works really well sensitive skin,1
935,used couple times worked well stopped didnt feel needed skin dried using routine back daily routine,0
936,im always looking holy grail eye cream think cpp collagen 80 intensive eye cream closest ive found need little absorbs quickly completely issues concealer helps keep eyes looking hydrated,1
937,fair medium lightest shade worked,0
938,im crazy thisit feels like never sinks leaves sticky film doesnt feel hydrating soothing moisturizingi wont repurchasing im sure im going even continue use bottle,0
939,super gentle cleanser face much less red used said didnt much acne really scrub remove dead skin,0
940,product nice cute packaging prefer apply toner essence hands,1
941,nice light eye cream using morning mother using twice day really seem like made fine lines look better personally like anything citrus scent smells quite strongly citrus dont think rebuy since would actually prefer something thicker without fragrance least better fragrance rebought already mother,0
942,could tell skin little congested dull heard chemical exfoliants gentle physical ones aka st ives apricot scrub devil saw saturday skin thought give try based fact saturday favorite day wasnt excepting much change one use skin even smooth bright kicking ass definitely repurchase soko guy,0
943,excited use balm contained moringa however carefully reading ingredients found contains palm oil ethylhexyl palmitate sad im repurchasing product,0
944,ive using consistently month im sure anything fo rme though didnt anything bad dont significant skin issues maybe thats sure seemed worth try given worked many people,0
945,light weight absorbs nice skin hydrated glows blemishes hyperpigmentation gone,1
946,disappointed first doesnt lather foam even little bit first time trying cleanser like didnt enjoy using didnt hate either skin looked bright using,0
947,skin reacted product got red blotchy patches thankfully went away day,0
948,super excited product unfortunately skin sensitive causing bumps even milia use,0
949,im going repost since original review seems disappeared cleansing oil work well agree reviewers oil sinks indries fast kept add oil maintain adequate slip tug skin massaging end skin would feel raw also agree emulsify well compared cleansing oils tried change routine unfortunately caused combo skin break might work better resilient oily skin warmer months,0
950,order set disappointed dont receive banila zero order think forget,0
951,put patches couple pimples left night woke removed patch removed nasty stuff skin left small red spot pimple later day red almost completely gone also helped one bump painful stopped air anything else touching directly definitely recommend,1
952,used religiously week alongside regular skin care routine saw literally difference even wore overnight day washing face sad werent excited new savior product especially saw many great reviews overall packing cute came relatively good amount stars although multiple spots theyll run quickly,0
953,tackle cystic acne microdart patches love results patches effective effectiveas zitsticka patches smaller microdarts,0
954,dry sensitive skin heavier products tend make break light weight lotion doesnt make break something appreciate much also dont find anything exist face make face smell like bouquet flowers others mentioned scent agree strong dont find unpleasant like intense bouquet flowers thats got going,0
955,bought black friday sale based good reviews try something new pleasantly surprised lightweight texture feels skin moisturizing gives skin glow without looking greasy layers well makeup really wish taken advantage sale buy 150ml,1
956,added oily skin set regimen felt might need chemical exfoliation humidity city smog hanging air liquid absorbs well doesnt sting inflammation reduced pores cheeks nose less pronounced far good 2 weeks,1
957,serum newest purchase didnt give skin glowing effect like would like,0
958,pretty simple clean cleanser job well like bit better usual cosrx morning cleanser thick lathers pretty well mugwort actually feels really cooling skin washes pretty easily,1
959,love,1
960,nothing special enough really justify price though,0
961,nice lotion seemed moisturizing first however good enough working hands youre constantly cleaning washing rinsing sanitizing etc enough great skin doesnt barrier issues warmer weather,0
962,simple easy use directed breakout gone greatly diminished applying six hours overnight definitely order,1
963,makeup literally melts extremely cleansing without overly dry skin tugging pulling needed remove makeup cleanse skin product,1
964,skin feels moisturizet,1
965,hardly noticeable skin clears pimples quickly efficiently havent tried pimple patches seem costeffective amount get brands seem similarish price less patches per pack also great youre picker helps resist urge give pimples quick squeeze,1
966,havent used serum like love really milky hydrating works nicely summer oily skin may much face get oilier day goes dont mind glow look staple skincare routine know really help winter time,1
967,love gently exfoliate skin gives subtle glow hydrates skin toner ill use toning ive used 2 weeks im glad charlotte curated product thank curating need get,1
968,similar reviews chronically dry dehydrated skin thought would good moisturizer insanely sticky even use little 510 minutes applying face feels super super tacky make skin feel hydrated use night skin feels less ok morning need moisturize twice day use morning tackiness annoying uncomfortable whats use tiniest bit almost like starts peeling away face general kind disappointed soko glam ive spent quite bit cur peoples recommendations products actually seeing results none moisturizers ive tried work well allbefore using avene creme hydrance rich 100000x better sigh also scent strong almost unbearable,0
969,really love cleanser feels gentle like really foaming deep pores use morning help control oil face throughout day,1
970,ive used repurchased product several times ive come notice product clogs pores causes little bumps skin acneprone skin areas dont tend break started thinking clogs pores taking good care skin rinse product feels waxy didnt work wish didnt purchase larger bottle,0
971,looking new essence produced best results far first time using mugwort product love texture slightly sticky similar serum dense dries quickly pores sucked right someone also sensitive skinacneprone skin perfect antiinflammatory properties definitely new holy grail essence,1
972,product lightweight bit slimy sinks skin incredibly fast love creates thin film protect hydrate thirsty skin love,1
973,ive used month half havent really noticed skin gotten brighter true skin feels smooth morning product jellolike consistency slight fragrance im crazy feels tad bit sticky face application applying feels like gel rather cream,0
974,great cleanser used foaming cleansers drying one gets face clean without making skin tight itchy use night time cleanser havent worn makeup great job considering price ingredients performance repurchase,1
975,mask pretty good compared mask casually buy store moisturizing ill keep looking around trying different mask make anything staple beauty routine,0
976,really really wanted like product first felt really nice week using face became irritated burning sensation,0
977,toner looking moisturizing absorbs quickly best toner ive used,1
978,really looking forward product initial application truly refreshing soothing product doesnt seem sink skin though provided nice glow left sticky face,0
979,liked toner ph balanced didnt irritate skin hydrating hoped would would literally sit top skin droplets days never felt like really absorbed skin,0
980,bought matching toner love replacing empty super excited thought way could go wrong since toner great extra dry sensitive skin went great didnt notice irritation next day entire eye area burnt continued peel next week idea happened dont known allergies use toner every day heads case happens anyone else always test new products one time first time reaching soko glam make return flawless thanks soko glam cant wait try another eye cream,0
981,bought thinking wouldnt work shocked work well deffo buying,1
982,didnt see much difference put stars acne pimples,0
983,moisturizer nice ingredients little light weight combodry skin felt like didnt provide much hydration made skin feel tight,0
984,weeks use redness face reduced skin glowing,1
985,product pretty much everything frightens people oil based cleansers least felt delightfully silky lovely light scent days use face threw tantrum talking little pimples giant cystic acne really weird places fortunately able calm large amounts snail mucin discontinue use product immediately giving two stars instead one believe small part blame lies reading ingredients closely enough product contains hydrogenated phosphatidylcholinewhich soy based product ive reactions things soy past well,0
986,loved smell balm came cute container able take make however week using face broke came even oilier wouldnt recommend oily skin,0
987,literally purpose thing cosmetic purposes thing leave droplet water spot make sound like something nothing like star design idk people would pay cur>20 32 tiny cosmetic stars,0
988,see call revolution essence changed texture skin smoother softer firmer hydrated delivers,1
989,initial feeling product good absorbs well doesnt sticky feeling however product turned dark brown way quickly stored dark cool dry environment month 2 looks like oxidized past point beneficial skin sure buying sale meant got older batch would like think order doesnt oxidize itll good addition routine,0
990,nervous going bed last night using mask serum felt thick downright greasy since already oily skin almost sure would wake zit 10 instead chapped lips gone cuticles soft rub excess serum hands like hand cream dry raw rough patches overwashing due pandemic practically gone zits either smooth skin skin still looks feels oily course redness flaking mask chafing gone well know every mask beauty product isnt prescribed doctor says apply broken skin one definitely helped mine ton,0
991,takes makeup,0
992,search good chemical exfoliator heard great things one sadly lot skin still continual breakouts using product consistently months hoping find better fit,0
993,worried sensitive acne prone skin would handle snail mucin new ingredient toner visibly improved skin looks brighter smoother love ingredient list free common irritants also many natural extracts,1
994,although really loved skin concierge experience product tone recommended way light really dont like consistency product,0
995,live dry climate moisturizer wasnt enough later another moisturizer shea butter skin didnt feel tight throughout day would better humid climate,0
996,like warm sensation apply serum guess say already feel vitamins anyhow havent seen change past 3 weeks using product dont use often 23 times week change skin routine depending feeling day customize lot went spa requested vitamin facial said shouldnt still active acne may worsen hearing use serum dont active acne least apply areas dont active acne,0
997,ive used cream 23 times week two weeks ive noticed fewer pimples breakouts use night last skincare step bed morning ive used cream pores seem smaller probably mixture exfoliant plumping effect moisturizers skin cant get away without properly cleansing using want wash dead skin cells impurities mention leaves slightly greasy feeling washed,0
998,love love love hair oil first hesitant purchasing lets honest cheap im happy long hair around around butt honestly dont need much product tiny amount enough gives much moisture shine hair makes ends look alive happy oil,1
999,skin never felt better use night really sinks skin feel great wake super hydrating works well alongside toner acne scars practically gone,1
1000,maybe got old pen could barely get liner ink come light color saturated,0
1001,liked product package really know effective misleading cute packaging though,0
1002,leave skin feeling soft smooth positively glowing,1
1003,dont really care toner nothing great,0
1004,hydrates without making skin greasy feels like babys butt morning,1
1005,ive never dry skin moved last year received sample loved right away tiny drop need makes skin soft,1
1006,kept face hydrated moisturized apply last step night routine great effect next day highly recommend,1
1007,ive using product morning night past 15 months serum moisturizer ive seen improvement skins consistency pores look smaller,1
1008,first product sokoglam enjoyed recommended list project body spray expected help bite acne prone skin project really disappoints smells heavy alcohol way stabilizing agent smells smells like mouthwash alcohol feels like skin caused skin itch flake break previous product would recommend phenomenal body acne would 30 day body wash truly helped clear skin without drying irritating combination acne prone skin reference,0
1009,first time life patch dry skin eyebrow eyelid didnt know ever since started using flaky,0
1010,product worked great dried boyfriends skin hence 1 star combination skin maybe winter breeze causing dry product worked well,0
1011,bought thought would help acne didnt really use often enough able see results however apply night sleep wake dewy skin use slugging technique know im using enough moisturizer truly different type moisturedewy feeling use dont slugging technique still wake amazing dewy skin,0
1012,ive purchased product past absolutely love take advantage sale price bc previous bottle running low needed something could also get free shipping good everyday toner amazing ingredient list doesnt irritate super sensitive skin doesnt leave heavy residue stickiness behind love dispenserpackaging well another winner benton thanks soko making available great price,1
1013,initially purchased missha treatment essence month ago ive using ever since far help serum moisturizer absorb better pleasant scent comparing skii think good dupe skii essence however 150ml bottle sold cur>30 korea bought bottle see korea version different us version,1
1014,dry menopausal skin takes lot right keep skin dry sahara im afraid didnt pass said luxurious texture didnt break clog pores nice purchase perhaps someone normal combo skin,0
1015,really enjoyed serum first however oxidized quickly 1 month despite storing dark place sealing tightly use disappointed quite bit left bottle wish sold smaller bottles different packaging avoid issue future,0
1016,sensitive nose scents moisturizer isnt scent smells nice fresh strong smell lightweight texture doesnt feel greasy good wearing daytime oily skin,0
1017,really love essencemist apply right cleansing face still slightest bit damp absorbs beautifully leaves skin hydrated soft prepped rest skincare highly recommend,1
1018,white cast nice subtle glow moisturizing fragrance doesnt break love cost effective least 3oz worth,1
1019,love product works great even sensitivecombo skin,1
1020,love cream moisturizing without overly thick greasy,1
1021,loved convenience felt skin didnt feel like true oil cleanser even though categorized though week noticed skin breaking thing changed routine previously used finished banilla clean purity reached though sg super nice understanding helped refund,0
1022,silky smooth leaves skin feeling hydrated,1
1023,got mostly easy way bring face mask travelling glad turns makes great spot treatment nondrying breakouts bring stuff surface obviously disappears within day easiest mask ever apply yellow put comes damp cotton ball cotton pad note stain reusable cotton rounds,1
1024,bought product maybe 23 weeks ago havent noticed difference previously using thayers witch hazel toner looking new k beauty toner one ran read great reviews thought would help hyperpigmentationacne scarring cheeks super deep far products really helped also lighten redness around face didnt didnt make face worse didnt make better honestly expected price reviews size bottle job toner dont expect shocking results also expecting larger bottle 2 weeks halfway dont think justify spending cur>18  shipping shipping time every 45 weeks new bottle stuff dont think ill repurchasing ill use left,0
1025,would like note soko glams customer service excellent couldnt ingredient list sites able clarify nonfoaming free fragrance alcohol salicylic acid cleanser super cool packaging bottle blue opaque since cleanser clear gel looks really nice sitting cleanser amazing basic cleanser would liken cerave lrps non foaming hydrating cleansers however totally scentless colorless unique consistently really like would recommend favorite basic hydrating cleanser category skincare,1
1026,great toner,1
1027,moisturizer pleasant smell hydrating havent broken using far good,1
1028,several years trying many products absolute favorite sensitive combination skin good overall thanks routine often got small stubborn pimples inflammation around mouth nose chin soon started using complexion smooooothed hydrating nice texture smell makes feel like im drinking freshest glass orangeblossom infused water bed every night,1
1029,first times used cleanser skin felt little tight loved packaging way foams though kept using another week two sensitive skin little harsh,0
1030,broke face,0
1031,really wanted love moisturizer amazing ingredients something seems clogging pores ive tried switching products every time use multiple times row notice clogged pores however definitely gentle hydrating might work really well others slight candylike scent found fade quickly didnt bother also gelcream texture worked surprisingly well dry skin weather got colder dont regret giving shot wont repurchasing,0
1032,im big fan cleanser packaging working week started using pump started getting tighter tighter didnt drop anything weird point two weeks started using pump really difficult push barely foam comes tried see anything clogging looks normal im sure whats going pretty sad since really like cleanser rate packaging unusable week,0
1033,finally found product works skin affordable love smells nice skin feels amazing use,1
1034,love cleanser solid making super easy travel second time ive purchased think part travel routine long time cleanses well smells great strong,1
1035,excited try gel cleanser using 2 12 weeks noticed dried cheek area combination sensitive skin cleanser recommended sensitive skin didnt work im still loyal cosrx products,0
1036,love texture moisturizer melts beautifully skin doesnt leave shiny greasy lighter expected skin feel bit dry morning use product nighttime moisturizer winter overall im really happy floral scent pretty strong may pleasing everyone,1
1037,tried soooo hard like product like texture overall experience still gave 3 stars made break every time tried cut restarted times make sure issue sadly ive got lot product left cant use made version without essential oils would definitely try im disappointed,0
1038,wanted change new cleanser one dry oily skin helps daily mostly oily days think missing moisturize component though,0
1039,love way serum absorbs skin doesnt cause irritation using korean skin care steps 2 weeks notice skin brighter smoother serum great quality great price little goes long way,1
1040,simply best pimple patches,1
1041,getting sample decided buy full size disappointed favorite toner far,1
1042,first time ordering serum really liking far makes skin incredibly soft absorbs well wear layered products makeup day interested see notice differences next weeks,1
1043,think way help personally make want pop pimples want put stars instead,1
1044,leaves face feeling clean even wearing mask day,1
1045,using products 3 weeks skin breaking everywhere including places normally dont trouble prior starting routine skin looking pretty good aside blemishes face mess also extremely dried addition breakouts,0
1046,zero makeup,0
1047,first time trying cleansing oil little hesitant consultation willing give try im glad gentle mighty gets rid dirt excess oil makeup im true believer side note combination skin acne,1
1048,cute work basically useless,0
1049,confused purpose,0
1050,pads felt bit stinging used didnt irritate skin wouldnt recommend using daily exfoliate,0
1051,wish could give star bad product cant really tell skin luckily hasnt broken sensitive skin almost cur>50 id like seen sort result love watery consistency leaved skin tad sticky applying probably return try something else,0
1052,sensitive skin first aha product whatsoever using regularly month notice difference skin gentle side effects work skin gel like consistency glides smoothly skin nice gentle wouldnt order,0
1053,nice sheet mask favorite still good one,1
1054,snail cream really unique texture try apply long sticky string reminiscent hot cheese pizza slice wait top move towards face dont spill takes bit extra time cooling skin leaves glow looks bit wet takes 5 minutes soak still waiting see effect longer term feel moisturizing would probably use night,0
1055,everything gorgeous essence makes skin glowy plump doesnt break scent alcohol however leave slight sticky finish wont ideal 7 skin method good use moisturizer take away stickiness,1
1056,would like give try reasonably priced contains ingredients beneficial skin however arent enough shades someone brown skin find matchplease work expanding shade range women color would like option purchase product works affordable,0
1057,first oil cleanser introduced skin routine liked product didnt really love job removing makeup dirt face think oils ingredients didnt work best combodehydrated skin emulsifying felt little irritated could rough skin finished bottle unsure whether would repurchase,0
1058,lately standby cleanser hasnt working way used skin congested getting random little breakouts areas face im used acne finally decided try cleanser seeing many adsbeing curious ive using almost 3 weeks really helped clear porescontrol breakouts ive experiencing began noticing differences days using take couple weeks really start full effect hoping still hoping see continued improvement time im still seeing blackheads clear quite well hoped overall satisfied product never used oil cleaner really loving use evening followed gentle foaming cleanser skin somewhat sensitivereactive new things really didnt much purging introducing product routine definitely recommend,1
1059,try something else mire affordable ultimately came back instead,0
1060,cant tell much love product never skin healthy smooth satisfied thanks product side packaging specifically useful pump cant get product bottle going reorder changed mind bad packaging hope sg something,1
1061,come back use cream makes skin soft greasy ill stay,1
1062,light coverage normal combinations skin sure ill order,0
1063,definitely smudges couple hours maybe coz sweat lot dont use eye primer live hot humid country,0
1064,still havent received,0
1065,impressive,0
1066,game changer,1
1067,perfect summer heavier moisturizers much skin quite dry age really plumps getting many compliments skin recently,1
1068,sooths softens skin tell theres difference first time use,0
1069,bit hesitant first pay much product using twice daily twothree weeks noticed skin become much less oily usual continued use notice softer firmer less oily skin,0
1070,didnt anything,0
1071,would able live without product helped maintain youthful appearance past years absorbs quickly greasy tell difference dont use always one backup amazing,1
1072,scent mild mask fit awful really really awful time left 1 hour hard review write even though mask fit horrendous material really thick serum mask amazing reason gave review 4 stars dont know leaders bottled serum sale id buy hot second,0
1073,purchased far love used twice already week see difference pores get blackheads white nose works wonder esp person sensitive skin like cleansing pads works great ohhhh smell smells good,1
1074,couple days use skin appeared brighter several brown spots significantly lightened use bed sometimes skip moisturizer skin soft,0
1075,might holy grail moisturizer didnt like scent first barely even notice keeps skin plump moisturized little goes long way moisturizer definitely would give 5 star wasnt fan amount get price cost purchasing future feel like splurging,1
1076,leaves skin really soft afterwards,0
1077,ive using weeks really wanted like unfortunately break dont sensitive skin acne prone skin realised days would use skincare use cream would issues face use face broke many spots,0
1078,purchased item along brightening pack say disappointed pack comes 5 different masks two packs bought brightening antiaging 4 5 masks exact except one brightening antiaging masks one masks pack different dont know much thought soko glam actually puts packs clearly get monies worth buy mask sheet packs like recommend anyone buying shopped bought lot items past starting think marketing please please fix issue soko glam happen anyone else,0
1079,found blackhead strips dont remove many blackheads leave nose full junk star patches hit miss sometimes clear pimple sometimes leave everything,0
1080,like serum also bought number things like cleansertoner moisturizer cant figure one making skin tad bit dry maybe cleanser dewy skin put warms apply,0
1081,works welll,1
1082,really like product live dry climate makes skin feel fresh moist feel like get better coverage spray nice soft fragrance,1
1083,liked easy use didnt see wow effect give see pimples less red help pick pimple covered thesei dont expect high expectations pimple reducers cause feel pimple need time heal help provide time minor treatment received free testing purposes influenster,1
1084,drawn product mentioned redness reduction pale skin tends show purple red lot time texture nice kinda thick creamy absorbs pretty well im biggest fan scent growing far hoping terms smoothing redness hasnt seemed much effect im little bummed continue use product help moisturize skin little bit,1
1085,hand masks reason arent good foot masks maybe would work better hot soak order really absorb treatment also would need wear white cotton gloves issue working tabs short also effective would need remove backing putting hand masks one masks hand cant remove backing stick tab second glove anywhere chooses adhere first glove ive purchased different companies particular version designed best way possible,0
1086,received free influenster glad got try love comes different sizes cuz know pimples arent one size babies work phenomenal absolutely love,1
1087,whipped texture cleanser well ingredients makes perfect sensitive skin foam created pump opposed activated water making better drier skin gel normally preferred oily skin removes left oil first cleanse without stripping skin switching cleanser well switching products inflamed acne cleared month,1
1088,love product helped clearing acne delivers hydration,1
1089,like others said wasnt effective far worse redness experienced must underlying allergic reaction bee products never good results sensitive people use caution,0
1090,using double cleanse skin care routine years tried many high end drug store cleansers looking right one dried skin outsome left residue even 2nd cleanser oil cleanser great works wonderful taking sunscreen makeup leaves skin soft hydrated cant wait try hanskin products,1
1091,get blind pimples occasion bought thinking price wasnt crazy since dont break often however barely work dont think needles go deep enough cleaning wipe cool feel burn little patches didnt really help bought tea tree patches amazon 120 10 bucks use little needle make punctures pimple put patch works way better,0
1092,smell nice skin feel soft,1
1093,wish would hurry restock klairs rich moist cream im dying buy sample sooooo hydrating made skin feel nice seemed though heavy wear summer humid environments works best therapy cold climates winter time,1
1094,dont know anyone hasnt mentioned unbelievably strong scent even theres additional fragrance also doesnt much skin im sure want keep using runs throw away,0
1095,highly recommend sunscreen im picky comes sunscreen must try,1
1096,patches fall easily put one 2 minutes later already peeling super cute really affective looking patches actually work id recommend mighty patches,0
1097,25 skin still prone breakout esp period started using cosrx acids helped tremendously using cosrx oil free moisturizer decided try good value ended liking seems calm skin cause breakouts live harsh winters still notice flaking around mouth reapply frequently note use much makeup may clump look patchy however using less makeup since using wish cruelty free continue repurchase find cruelty free product works well better,1
1098,consistency thin fades skin quickly however smell little overpowering wasnt expecting fragrance youre sensitive smell might best choice,0
1099,wow received sample blown away makes skin feel amazing hydrating thick sticky mom super sensitive skin products agree absolutely loved made skin feel great absolutely irritation fact loved much bought full size mom never spends cur,1
1100,amazing moisture flaky patches cleared using product absorbs well would expect honey textures product gripe small bottle used product little 25 wks,1
1101,serum bit tacky,0
1102,decided try strong skin fan,0
1103,sensitivecombo skin heard great things product wouldnt recommend someone sensitive skin tried weeks time couple different occasions make sure product skin reacting wasnt adjustment period seemed helping areas ie minimizing pore appearance gave little red bumps tries im sure would great someone less sensitive skin,0
1104,undeniably hydrating broke disappointed,0
1105,stuff perfect work wedding industry even going downpour reception eyeliner hadnt moved centimeter place definite staple makeup bag,1
1106,tried green tea cranberry broke green tea one smells absolutely amazing though,0
1107,texture cream nice silky felt like would hydrate skin unfortunately broke facial rash,0
1108,mix vitamin c powder great irritating scent watery doesnt waste,1
1109,love love love product first skeptical really seem make difference skin great makeupprep use every morning putting products face also use night toner serums moisturizers makes skin feel clean soft supple also smells really nice,1
1110,superhue stick great ive noticed huge difference skin even product works great reducing hyperpigmentation highly recommend,1
1111,realy moiturizing liked texture smell ingredients list broke using hormonal acne combination skin type gave friend oily acneprone skin didnt see result,0
1112,good mist strong scent doesnt sting eyes doesnt mist well isnt much bottle okay noticeable difference either,0
1113,normally dont write reviews thought warranted one bought based success dr oracle thera toner peeling sticks hoping would finally get products good acne prone hormonal cystic dehydrated skin mainly acne meds used months initial reaction wasnt hydrating enough even combo toner figured least causing break however using couple months noticed numerous comedones along cheek area tend put product combat dryness wasnt cut product completely weeks later noticed clogged pores finally clearing using acne meds dont think product well skin current acne med regimen clogged pores much bad really wanted like,0
1114,job well without extra effort,1
1115,love doesnt leave oily skin greasy,1
1116,lemon scent doesnt strip skin,0
1117,ive never seen dramatic changes skin one product two days starting use husband told unprompted skin looked great recommended countless people already,1
1118,sure feel sunscreen yet doesnt seem soak face look bit greasy use think gets better,1
1119,product always makes skin feel really hot itchy almost feels like got sunburned would recommend,0
1120,use every day love light moisturizing doesnt really smell really really effective,1
1121,excited try mineral spf bummed didnt quite work hard spread around face left whitecast however know worked many others im glad instead using entire face like apply small amount eye area irritate eye area like chemical sunscreens glad found reason repurpose even though didnt work whole face still works well eye area,0
1122,dry skin enjoy feeling smell product overwhelming opinion however still typically need moisturizing cleanser nice breaking due hormonal acne gifted sister since leans oily fan,0
1123,cream really helps soothe skin feels inflamed dry received sample buying full bottle soon,1
1124,enjoying oil cleanser far good size price great first cleanse,1
1125,received yesterday attempted add serum really disliked gritty texture decided give second attempt mamonde beauty water small empty sample bottle ferulic serum dark brown glass added rosewater 2 5 scoops powder dropper bottle shook like crazy created 3 faces worth product little grit yay well see positive results month strangely put lot several times night swear skin appeared little brighter morning either enough sleep time tell,0
1126,im confused theres way isnt considered animal cruelty interesting consistency beginning break face im hoping face mask tried last week guess well see think packaging could definitely get facelift,0
1127,tried bb cream many years ago buy reason dark shade best bb cream use foundation ever used great coverage lasts take spf,1
1128,watery consistency great goes light almost coverage,0
1129,liked patches work well cosrx patches cheap issue packaging garbage perforated sheet doesnt rip cleanly peel patches like sticker extra protective sheet would stick weirdly almost get way minor note clear protective layer makes difficult tell side patches kept accidentally putting patches directly counter try avoid cleanliness resealable closure also kept ripped bag regardless gently would try open bag making basically useless prefer way cosrx packages overall,0
1130,avid user product years absolutely loved product updated formula old lady scent still job skin looking new product scent still lingers hour,1
1131,finished bottle okay okay feels nice skin notice improvement hydration brightness sting eyes bit careful applying saw far better results klairs supple preparation toner,0
1132,second bottle highly recommend product light nonirritating leave supplemoisturized skin love glow get using product within 10step routine convenient,1
1133,favorite bought try another toner stick acwell licorice toner,0
1134,really dry sensitive skin recently getting acne breakouts bhas tend really dry skin thought would good alternative harsher products made difference acne breakouts tend disappear within two days also seems help redness sensitivity hydrating say burn slightly upon application skin sensitive,1
1135,excellent toner highly concentrated really dont need saturate cotton ballpad use quickly washing face dont dry face residual water face cleansing enough perfectly dilute toner whether use cotton ballpad pat couple drops fingertips love,1
1136,amazing product super hydrating weird skin reaction strange strong fragrance,1
1137,using missha super aqua cell renew snail cream although ive wonderful results wanted try something lightweight summer although skin isnt sensitive try find products w added fragrance alcohol etc skin acneprone really wanted product work unfortunately broke even though used almost month see skin would settle really disappointed especially skin loves aloe propolis,0
1138,dark circles eyes looking anything help ive used weeks see little improvement darkness alot hopefully use longer help nothing super noticeable happened yet,0
1139,never experience kind toner stop searching great toner skin type,1
1140,love ampoule apply moisturizer bedtime super sticky absorbs quickly need long waits steps skin feels smooth plump morning typically apply klairs vitamin e mask purchase continue unless find better product,1
1141,got boyfriend dry red skin winter also hates every face wash ive ever given try actually uses product said isnt overdrying doesnt leave face feeling tight ive tried time two morning gentle im sure well would taking make used place regular foaming cleanser oil cleansing right,1
1142,heard read many wonderful reviews regarding miraculous moisturizer try yes nice subtle cucumber scent light weight gel texture absorbs quickly seems make skin softer morning good things however come jar course soon open jar expose magic moisturizer air possible contamination poor hygiene since scoop moisturizer wonderful ingredients slowly lose potency exposed air hands even use provided little spatula would much better product humble opinion packaged better safeguard snail mucin etci purchasing reason spend money something lose wonderful ingredients due air exposure contamination,0
